name	SL021	SL036	SL037	SL038	SL048	SL050	SL068	SL085	SL086	SL088	SL090	SL103	SL111	SL112	SL114	SL118	SL125	SL200
Heunggongvirae	420	957	3962	390	318	255	206	943	800	1250	353	125	472	314	487	211	283	400
Uroviricota	416	922	4047	369	262	230	153	498	764	328	315	146	417	264	422	177	256	221
Caudoviricetes	416	904	3984	352	255	237	176	453	813	353	314	138	412	300	428	197	271	219
unclassified_Caudoviricetes	378	112	229	229	137	144	61	244	285	282	206	119	126	176	226	133	237	160
Streptococcus_phage_EJ-1	117	8	134	12	10	13	13	65	19	69	12	9	16	53	30	40	0	21
Rothia_phage_Spartoi	97	0	0	0	0	11	0	3	0	0	0	0	0	0	0	11	0	1
Streptococcus_phage_SpSL1	20	20	14	13	45	13	8	68	96	25	57	30	16	35	63	23	37	35
Streptococcus_phage_phiARI0004	75	8	36	12	0	0	0	0	46	64	2	8	13	0	11	0	0	0
Geobacillus_virus_E3	16	8	2	41	7	21	25	2	41	6	0	0	0	0	0	0	0	0
Streptococcus_phage_PH15	13	0	2	2	3	12	0	28	6	12	13	3	22	1	17	4	1	3
Streptococcus_phage_K13	17	15	13	6	0	14	4	13	17	1	3	0	6	25	12	1	5	4
Streptococcus_phage_phiARI0131-2	10	9	11	1	13	5	1	11	3	45	8	5	2	16	0	3	8	13
Streptococcus_phage_PH10	2	33	6	35	34	11	4	23	18	31	81	15	10	25	29	24	93	44
Arthrobacter_phage_Qui	1	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Salmonella_phage_7-11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_phiARI0746	2	4	1	4	0	0	0	0	0	3	4	1	8	5	5	0	0	9
Streptococcus_phage_P4761	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter_phage_Cr30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_phiARI0462	1	0	7	0	0	0	0	5	1	9	8	11	6	0	5	3	0	1
Aliceevansviridae	18	9	3	87	2	73	6	9	7	2	1	1	201	5	60	3	7	18
Moineauvirus	10	9	0	6	0	52	0	7	11	0	2	0	100	1	26	3	5	1
unclassified_Moineauvirus	3	9	1	10	0	42	0	3	11	0	0	0	72	1	25	3	3	0
Streptococcus_phage_CHPC642	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_CHPC663	1	0	0	0	0	3	0	0	0	0	0	1	4	0	1	1	0	0
Moineauvirus_Abc2	6	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0
unclassified_Aliceevansviridae	7	1	3	87	0	45	1	1	0	0	0	0	79	5	37	1	0	15
Streptococcus_phage_YMC-2011	7	2	0	8	2	46	3	3	0	0	0	1	79	2	31	1	0	1
Brussowvirus	1	0	0	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0
unclassified_Brussowvirus	1	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_TP-778L	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paclarkvirus	8	0	0	0	0	0	0	7	23	10	45	5	0	25	0	4	0	0
Paclarkvirus_ARI04684	8	0	0	0	0	0	0	5	0	8	0	5	0	0	0	4	0	0
Straboviridae	2	0	42	0	0	0	0	2	0	10	0	0	14	0	1	2	11	1
Bragavirus	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
Bragavirus_pm5461	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Mufasoctovirus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mufasoctovirus_mufasa8	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cimpunavirus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cimpunavirus_CMP1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Jujuvirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jujuvirus_juju	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceeclamvirinae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrnavirus	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Myrnavirus_myrna	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Deejayvirinae	1	3	1	1	5	1	1	51	1	0	2	4	1	2	6	0	0	7
Secretariatvirus	1	0	0	0	0	0	0	8	1	0	0	1	0	0	1	0	0	0
Secretariatvirus_secretariat	1	0	0	0	0	0	0	9	1	0	0	3	0	0	2	0	0	0
Peduoviridae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kisquattuordecimvirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Kisquattuordecimvirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_phage_FLC10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schitoviridae	1	0	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	1
Zurivirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zurivirus_zuri	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peploviricota	4	59	69	30	60	15	28	493	35	943	41	2	81	33	69	20	36	168
Herviviricetes	4	56	59	34	64	17	31	467	27	952	39	2	79	32	50	26	33	165
Herpesvirales	4	58	61	29	53	15	29	472	30	960	50	5	86	26	55	20	30	149
Orthoherpesviridae	4	55	73	28	55	18	27	492	22	929	36	1	67	31	56	19	32	157
Betaherpesvirinae	4	28	64	26	33	17	5	41	6	8	50	1	2	32	16	19	25	122
Roseolovirus	4	5	47	29	5	13	4	2	6	4	47	3	0	26	15	22	27	125
Roseolovirus_humanbeta6b	4	0	11	9	0	0	0	4	3	3	8	3	0	3	3	1	0	16
Varidnaviria	3	0	15	13	3	1	3	3	7	2	0	6	3	2	3	7	4	8
Bamfordvirae	3	1	9	12	3	0	1	4	4	1	1	6	1	1	3	6	1	6
Nucleocytoviricota	3	2	7	9	3	0	2	4	5	4	2	3	1	2	0	2	4	10
Megaviricetes	3	1	8	6	3	0	0	4	5	1	0	0	1	0	1	8	5	5
Imitervirales	2	2	6	5	1	0	0	2	5	1	0	0	1	0	1	7	3	9
Mimiviridae	2	2	6	4	2	0	0	1	5	1	1	0	2	0	0	4	3	5
Megamimivirinae	2	0	5	8	1	0	0	2	2	1	1	1	0	0	0	5	1	5
Mimivirus	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mimivirus_bradfordmassiliense	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0
Tupanvirus	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0
Tupanvirus_deep_ocean	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0
Algavirales	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
Phycodnaviridae	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
Prasinovirus	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
unclassified_Prasinovirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ostreococcus_lucimarinus_virus_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globuloviridae	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphaglobulovirus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphaglobulovirus_PSV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riboviria	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	4	1	0
Orthornavirae	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0
Pisuviricota	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0
Pisoniviricetes	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Nidovirales	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cornidovirineae	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coronaviridae	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Orthocoronavirinae	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Betacoronavirus	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sarbecovirus	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Severe_acute_respiratory_syndrome-related_coronavirus	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp._DAT741	0	4	4	1	5	2	5	2	5	11	11	5	11	4	3	6	7	22
Streptococcus_sp._FDAARGOS_522	0	18	10	102	24	16	8	58	0	112	42	15	66	34	87	10	7	41
Lactococcus_carnosus	0	2	1	0	0	0	0	2	1	0	1	1	2	0	1	1	0	2
Lactococcus_protaetiae	0	1	1	0	0	0	0	1	1	0	0	7	2	0	0	1	0	2
Lactococcus_taiwanensis	0	0	1	1	0	0	0	2	0	0	0	1	0	0	1	5	0	2
Lactococcus_allomyrinae	0	0	0	0	1	0	1	0	0	2	2	1	0	0	0	1	0	0
Lactococcus_paracarnosus	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	1
Lactococcus_piscium	0	0	0	0	1	0	2	4	0	0	0	2	0	2	0	0	0	1
Jeotgalibaca_sp._PTS2502	0	5	0	8	3	0	0	2	0	3	8	1	4	0	2	3	0	4
Jeotgalibaca_arthritidis	0	2	1	0	3	0	2	6	0	3	3	4	4	5	0	4	3	0
Carnobacterium_sp._CP1	0	0	0	1	0	0	3	2	0	0	0	0	0	1	0	0	0	1
Trichococcus	0	3	2	6	3	3	6	12	0	4	5	4	5	7	5	1	1	5
environmental_samples.28	0	3	1	2	1	0	1	3	0	3	2	2	5	3	5	1	1	5
uncultured_Trichococcus_sp.	0	1	2	2	0	1	2	6	0	4	2	5	5	2	3	1	1	3
Trichococcus_shcherbakoviae	0	0	1	1	2	1	0	7	0	0	3	1	0	2	1	1	1	1
Desemzia	0	2	0	3	3	1	1	3	0	2	5	3	1	1	5	2	1	1
Desemzia_incerta	0	1	3	6	1	1	1	7	0	2	1	0	2	2	3	5	0	1
Aerococcus_loyolae	0	2	2	6	1	1	1	4	0	1	0	8	1	0	0	4	0	3
Aerococcus_urinaehominis	0	2	0	1	0	1	0	3	0	0	0	0	2	2	1	1	0	2
Aerococcus_incertae_sedis	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1
Aerococcus_sp._Group_1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	7	0	2	1
Facklamia	0	0	1	0	0	0	1	2	3	3	5	2	3	3	1	4	1	1
Facklamia_hominis	0	1	1	0	0	0	0	1	3	2	3	3	3	2	1	2	2	5
Suicoccus	0	2	2	1	3	0	2	2	1	1	1	6	0	0	3	1	0	2
Suicoccus_acidiformans	0	1	1	0	1	0	1	2	1	0	0	5	0	1	4	0	1	4
Ignavigranum	0	1	0	1	0	0	2	7	3	2	0	3	2	0	0	5	1	0
Ignavigranum_ruoffiae	0	1	0	0	2	0	2	2	3	2	1	0	3	2	1	2	2	0
Limosilactobacillus_mucosae	0	1	4	1	1	0	0	2	4	0	0	1	2	0	1	1	1	4
Limosilactobacillus_gastricus	0	1	1	0	14	0	2	1	1	1	0	0	0	0	1	0	0	24
Limosilactobacillus_oris	0	0	0	0	2	0	5	3	0	1	0	0	1	0	1	0	0	9
Lactobacillus_sp._JM1	0	50	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sp._XA3	0	2	0	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0
Lactobacillus_sp._KimC2	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2
Lactobacillus_sp._wkB8	0	1	9	4	5	0	0	3	1	0	0	1	0	0	0	1	0	1
Lactobacillus_sp._3B(2020)	0	0	1	0	3	0	3	0	1	1	5	2	1	0	1	1	0	1
Lactobacillus_sp._IBH004	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
Lactobacillus_sp._ESL0677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lactobacillus_sp._CBA3606	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sp._PV034	0	0	2	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0
Lactobacillus_sp._ESL0684	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lactobacillus_sp._ESL0785	0	0	0	0	1	1	3	0	0	0	0	1	0	2	0	0	0	1
Lactobacillus_gasseri	0	30	0	0	8	3	1	2	0	0	1	1	9	0	1	3	0	10
Lactobacillus_paragasseri	0	30	0	0	1	0	0	0	1	1	0	0	13	1	0	0	0	48
Lactobacillus_helveticus	0	5	2	4	2	4	1	3	1	3	5	1	0	0	0	3	0	0
Lactobacillus_apis	0	1	0	0	0	0	2	3	1	3	0	0	0	0	0	0	1	1
Lactobacillus_kullabergensis	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	1	1
Lactobacillus_panisapium	0	0	1	3	2	1	0	1	1	1	1	0	0	0	0	3	1	0
Lactobacillus_acetotolerans	0	1	0	0	1	0	0	3	1	1	0	1	0	0	0	0	1	0
Lactobacillus_terrae	0	0	3	6	3	0	3	4	2	2	0	0	0	2	0	2	2	2
Lactobacillus_jensenii	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	1	0	1
Lactobacillus_ultunensis	0	1	1	5	0	0	1	3	0	0	1	1	0	0	0	1	0	1
Leuconostoc_falkenbergense	0	31	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0
Leuconostoc_gasicomitatum	0	2	0	0	6	0	0	2	3	0	0	0	2	1	0	0	2	0
Leuconostoc_lactis	0	6	1	3	1	0	0	1	0	0	3	1	2	0	0	1	0	0
Leuconostoc_carnosum	0	1	5	5	1	2	0	0	0	2	0	2	0	1	0	0	0	0
Leuconostoc_suionicum	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_citreum	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0
Leuconostoc_kimchii	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	4
Leuconostoc_garlicum	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Lacticaseibacillus_manihotivorans	0	0	1	10	0	0	0	1	0	0	0	4	0	1	2	0	0	0
Lactiplantibacillus_pentosus	0	2	2	2	4	0	1	8	4	1	3	1	15	1	1	4	1	0
Lactiplantibacillus_carotarum	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1
Ligilactobacillus_ruminis	0	4	1	2	1	1	1	2	1	5	1	0	1	4	5	0	3	0
Ligilactobacillus_saerimneri	0	0	1	0	1	0	0	0	2	3	2	0	1	0	0	0	0	3
Weissella_diestrammenae	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	2	1
Weissella_viridescens	0	1	0	0	0	0	1	3	1	3	0	3	1	0	0	1	0	0
Weissella_soli	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0
Latilactobacillus_sakei	0	4	2	4	1	0	1	7	1	8	2	6	4	6	3	6	2	6
Latilactobacillus_graminis	0	0	0	1	1	0	0	1	0	0	0	2	0	1	0	0	1	1
Fructilactobacillus_carniphilus	0	1	1	0	1	0	0	3	0	0	0	1	0	0	0	1	1	0
Fructilactobacillus_lindneri	0	0	1	4	2	0	0	2	0	0	0	3	0	0	0	1	0	0
Fructilactobacillus_ixorae	0	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0
Pediococcus_damnosus	0	2	0	0	2	3	0	3	0	6	1	0	3	2	0	1	0	1
Pediococcus_inopinatus	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1
Liquorilactobacillus_hordei	0	3	0	0	0	0	0	6	2	0	0	2	2	1	2	3	0	7
Companilactobacillus_ginsenosidimutans	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2
Companilactobacillus_allii	0	1	0	0	1	0	0	1	1	0	3	1	2	0	0	2	2	2
Companilactobacillus_heilongjiangensis	0	1	0	1	1	3	1	0	0	2	1	0	5	2	0	0	2	0
Levilactobacillus_zymae	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0
Levilactobacillus_namurensis	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0
Bombilactobacillus_folatiphilus	0	1	2	4	6	0	3	3	5	3	0	3	0	0	0	2	3	4
Apilactobacillus	0	3	4	2	5	1	0	8	0	6	2	6	0	2	4	0	1	0
Apilactobacillus_bombintestini	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0
Apilactobacillus_kunkeei	0	1	1	2	2	0	1	3	0	1	0	3	0	0	2	0	1	0
Apilactobacillus_apisilvae	0	0	0	1	0	2	0	2	0	3	0	2	0	0	2	1	0	0
Loigolactobacillus_coryniformis	0	0	5	7	1	0	0	1	1	8	1	0	0	0	0	3	3	1
Loigolactobacillus_backii	0	0	2	3	1	0	0	5	0	3	1	0	0	0	0	0	0	0
Amylolactobacillus	0	1	1	0	0	1	0	2	0	0	1	0	0	1	1	0	0	2
Amylolactobacillus_amylophilus	0	1	0	0	0	0	0	0	0	2	2	0	0	1	3	0	1	3
Oenococcus	0	2	1	4	1	1	0	1	0	1	0	0	2	1	2	0	2	3
Oenococcus_sicerae	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1
Oenococcus_kitaharae	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	2
Oenococcus_oeni	0	0	0	3	1	1	0	1	2	0	0	2	1	0	0	0	1	0
Acetilactobacillus	0	2	0	1	1	0	0	3	0	0	0	1	0	0	0	1	0	1
Acetilactobacillus_jinshanensis	0	3	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0
Secundilactobacillus_malefermentans	0	0	0	1	2	0	0	0	0	1	1	0	0	2	0	0	0	0
Paucilactobacillus_oligofermentans	0	0	0	11	6	0	0	4	0	0	0	1	0	0	1	1	1	2
Lentilactobacillus_hilgardii	0	1	0	1	0	0	0	4	0	11	2	1	0	0	3	2	0	0
Lentilactobacillus_kefiri	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	7
Nicoliella	0	1	0	1	2	0	3	0	1	0	0	0	0	0	1	4	0	1
Nicoliella_spurrieriana	0	1	1	1	4	0	3	1	0	0	0	1	0	0	1	1	0	1
Periweissella	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Periweissella_cryptocerci	0	0	1	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0
Enterococcus_avium	0	1	3	5	9	4	4	6	2	2	2	3	1	5	1	4	1	10
Enterococcus_gilvus	0	1	2	0	4	0	0	0	0	1	0	4	2	0	1	1	1	1
Enterococcus_durans	0	4	1	2	0	1	0	2	1	2	1	4	1	1	2	1	0	2
Enterococcus_casseliflavus	0	2	2	0	3	0	0	9	0	0	1	3	2	2	1	4	1	0
Enterococcus_dispar	0	0	1	0	0	0	1	2	3	6	0	5	4	2	1	1	0	0
Enterococcus_gallinarum	0	1	0	2	0	0	2	8	0	0	0	0	0	4	0	1	0	2
Vagococcus_penaei	0	2	0	7	0	0	0	2	0	2	1	0	3	0	3	0	1	0
Vagococcus_fluvialis	0	3	1	2	5	0	5	9	0	4	7	5	6	0	2	3	5	3
Vagococcus_luciliae	0	2	4	1	0	1	0	11	0	2	0	1	2	0	0	4	0	2
Vagococcus_intermedius	0	0	2	1	2	0	1	1	0	1	0	1	2	0	7	2	0	0
Tetragenococcus_osmophilus	0	3	1	4	0	1	1	1	0	5	2	1	0	0	0	0	1	1
Bacillus_sp._THAF10	0	0	1	3	0	0	1	2	0	1	0	2	2	0	2	2	0	2
Bacillus_sp._DX3.1	0	2	1	0	3	1	0	2	2	1	2	1	2	0	0	4	1	1
Bacillus_sp._ms-22	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacillus_sp._1NLA3E	0	0	0	3	1	2	1	3	4	0	0	1	0	0	2	1	0	5
Bacillus_sp._SB49	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3
Bacillus_sp._N1-1	0	0	1	3	4	2	3	0	2	1	1	1	1	2	0	0	0	1
unclassified_Bacillus_cereus_group	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	2
Bacillus_sp._HBCD-sjtu	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_paranthracis	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3
Bacillus_wiedmannii	0	1	1	2	1	2	1	3	0	1	0	0	0	0	0	1	0	1
Bacillus_toyonensis	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	2	0	0
Bacillus_subtilis	0	6	1	3	9	4	5	19	0	13	4	5	0	0	1	18	4	23
Bacillus_licheniformis	0	3	1	8	1	24	6	0	6	1	0	0	2	2	0	1	0	0
Bacillus_paralicheniformis	0	0	1	1	0	1	0	0	2	0	1	0	0	0	0	2	2	0
Bacillus_spizizenii	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	1
Bacillus_atrophaeus	0	0	1	5	0	2	2	5	2	3	5	2	1	1	1	1	0	0
Bacillus_glycinifermentans	0	1	1	1	2	1	2	1	0	2	0	2	2	0	0	2	0	0
Bacillus_swezeyi	0	0	0	2	1	0	0	7	2	2	0	2	1	0	1	1	0	0
Bacillus_carboniphilus	0	1	0	0	0	0	1	2	0	2	0	0	0	1	1	0	0	0
Bacillus_haynesii	0	1	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0
Bacillus_cabrialesii	0	0	0	2	1	0	1	2	0	0	0	3	0	0	0	0	0	2
Bacillus_shivajii	0	1	0	3	3	0	1	2	1	1	2	0	0	1	1	5	0	0
Bacillus_gobiensis	0	0	1	1	1	2	0	0	0	1	0	2	0	2	0	2	0	1
Anoxybacillus_gonensis	0	2	0	10	0	8	3	1	9	2	3	0	0	0	0	0	0	0
Lysinibacillus_sp._CD3-6	0	0	1	1	1	0	1	0	2	0	0	0	0	0	2	1	1	2
Lysinibacillus_sp._SGAir0095	0	1	3	3	1	1	2	5	2	0	2	2	1	0	0	4	0	10
Lysinibacillus_irui	0	1	2	1	0	0	0	0	2	0	1	0	0	0	1	0	0	2
Lysinibacillus_pakistanensis	0	0	0	1	2	2	2	6	1	1	0	1	0	4	2	2	0	2
Lysinibacillus_louembei	0	0	0	0	1	0	1	2	0	6	1	4	0	1	2	4	0	0
Lysinibacillus_parviboronicapiens	0	0	2	1	0	0	0	6	0	2	0	3	1	0	1	0	0	3
Neobacillus_sp._OS1-33	0	0	3	5	1	0	0	2	2	1	0	0	0	0	1	1	2	0
Neobacillus_sp._SuZ13	0	1	0	1	0	0	0	3	1	2	0	2	1	0	0	3	0	1
Priestia_koreensis	0	1	1	2	5	1	1	1	2	2	1	0	3	2	0	0	1	0
Priestia_aryabhattai	0	1	0	1	6	2	15	7	0	0	2	0	5	1	2	2	0	0
Priestia_endophytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus_sp._SK37	0	1	0	0	1	0	0	5	0	0	0	0	0	0	3	1	0	1
Virgibacillus_sp._MSP4-1	0	0	1	1	0	0	1	5	1	3	1	1	0	1	0	0	2	5
Virgibacillus_necropolis	0	0	1	1	1	1	3	4	0	0	1	0	0	1	1	1	0	2
Virgibacillus_phasianinus	0	0	2	1	1	1	0	2	1	2	0	0	0	0	1	4	0	6
Virgibacillus_dokdonensis	0	0	1	1	0	0	0	1	4	2	0	3	1	1	1	2	1	3
Virgibacillus_pantothenticus	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
unclassified_Niallia	0	4	2	7	0	0	2	11	3	7	5	5	1	0	4	6	1	4
Niallia_sp._RD1	0	2	0	8	1	0	2	9	1	2	1	0	0	0	2	2	0	2
Niallia_sp._Man26	0	1	2	1	0	0	1	1	1	3	0	3	0	1	1	2	2	1
unclassified_Peribacillus	0	1	0	0	2	0	0	3	0	0	0	3	2	1	1	3	1	1
Peribacillus_sp._R9-11	0	1	0	0	0	0	0	4	0	0	0	2	2	1	1	2	1	1
Peribacillus_muralis	0	0	0	3	2	0	0	1	0	0	0	0	0	0	1	2	0	1
Peribacillus_psychrosaccharolyticus	0	0	1	1	0	0	0	5	1	1	0	1	0	4	1	2	0	2
unclassified_Mesobacillus	0	1	3	4	1	1	0	7	1	2	2	0	1	1	0	1	0	4
Mesobacillus_sp._S13	0	2	0	4	1	1	0	2	1	0	0	0	0	0	0	1	0	2
Mesobacillus_sp._AQ2	0	0	1	0	0	0	0	3	0	1	1	0	3	1	0	2	0	4
Cytobacillus_firmus	0	0	3	5	1	0	2	2	0	4	0	0	1	1	0	3	1	1
Cytobacillus_spongiae	0	2	2	3	4	0	2	3	1	0	2	0	0	0	0	0	0	3
Cytobacillus_solani	0	1	3	6	1	0	1	1	3	3	2	2	3	0	6	3	1	1
Cytobacillus_gottheilii	0	1	3	1	0	0	2	0	1	0	0	0	0	0	0	0	2	2
Halobacillus_salinarum	0	0	1	0	0	0	2	4	2	0	2	0	1	1	0	2	0	0
Halobacillus_shinanisalinarum	0	0	1	1	1	0	1	6	1	0	0	0	0	2	0	0	0	3
Oceanobacillus_zhaokaii	0	1	0	1	4	0	2	3	1	1	0	1	0	2	1	0	0	2
Oceanobacillus_jeddahense	0	1	1	0	1	0	4	7	0	3	0	2	1	0	1	2	0	2
Oceanobacillus_iheyensis	0	2	0	0	2	2	0	4	5	1	0	1	0	0	0	3	1	1
Gracilibacillus_salinarum	0	5	1	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0
Gracilibacillus_caseinilyticus	0	1	3	2	0	0	0	5	0	2	1	0	0	1	0	1	0	0
Psychrobacillus_sp._AK_1817	0	1	4	0	6	0	0	2	2	0	1	2	0	0	1	3	0	1
Shouchella_lehensis	0	1	1	1	0	0	0	8	0	3	0	0	0	0	0	3	1	1
Shouchella_miscanthi	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0
unclassified_Fictibacillus	0	1	3	3	1	2	2	1	1	1	0	1	0	0	0	1	0	2
Fictibacillus_sp._KU28468	0	0	0	3	0	1	2	2	2	1	0	0	0	0	0	1	0	1
Fictibacillus_enclensis	0	1	0	7	0	1	0	2	0	1	0	0	0	1	0	0	1	2
Fictibacillus_phosphorivorans	0	1	0	5	1	2	0	6	1	3	1	0	0	5	0	0	1	5
Rossellomorea_vietnamensis	0	2	2	0	0	0	2	7	0	0	0	0	2	0	1	0	0	2
Radiobacillus	0	1	0	5	0	0	0	4	2	5	4	3	1	0	2	1	0	5
Radiobacillus_deserti	0	2	0	1	0	0	0	1	1	1	2	1	0	0	2	2	0	3
Radiobacillus_kanasensis	0	2	0	4	0	0	0	2	1	2	1	0	3	0	1	0	0	5
unclassified_Sutcliffiella	0	1	0	0	1	0	0	0	0	1	0	2	4	0	0	0	0	5
Sutcliffiella_sp._NC1	0	1	0	0	3	0	0	0	0	3	0	2	2	0	0	1	0	5
Sutcliffiella_cohnii	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
unclassified_Lentibacillus	0	0	0	2	1	0	2	2	0	1	0	0	0	0	0	0	1	1
Lentibacillus_sp._CBA3610	0	0	0	2	0	0	1	1	0	0	1	0	0	1	0	1	1	1
Lentibacillus_amyloliquefaciens	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0	1	3	1
