"species","Spearman_Correlation","P_value"
"Bradyrhizobium_sp._CB1650",-0.187462313180674,0.471229911471228
"Campylobacter_sp._19-13652",-0.187365806923377,0.471462384697956
"Microbulbifer_aggregans",-0.187289348738335,0.471646604482787
"Ilyobacter_polytropus",0.187253368961397,0.471733307131297
"Vibrio_aquimaris",-0.187231645141102,0.471785660147827
"Mesoplasma_lactucae",0.187231645141102,0.471785660147827
"Metamycoplasma_hominis",-0.187098115618929,0.472107520754902
"Limosilactobacillus_portuensis",-0.18703466118318,0.472260509803605
"Eubacterium_callanderi",0.187007264825065,0.472326570158357
"Flaviflexus_ciconiae",-0.186890348736847,0.472608539100817
"Skermanella_rosea",-0.186883724414274,0.472624517601298
"Winogradskyella_sp._HaHa_3_26",0.186877483599499,0.472639571288005
"Mahella_australiensis",-0.186848122019555,0.472710398551426
"Mycolicibacter_minnesotensis",-0.186709621215941,0.473044566705869
"Pseudomonas_toyotomiensis",-0.186704011203735,0.473058104730198
"Streptomyces_sp._So13.3",0.186590464996551,0.473332154330733
"Variovorax_sp._PAMC28562",-0.186576087919649,0.473366859723235
"Clavibacter_capsici",-0.186558091672882,0.473410303339586
"Psychrobacter_sp._28M-43",-0.186442077087596,0.473690414059583
"Salicibibacter_cibarius",-0.186433230787214,0.473711776305711
"Actinomyces_qiguomingii",-0.186388753610923,0.473819187986403
"Arthrobacter_sp._NtRootA1",-0.186379806328168,0.473840796982454
"Legionella_clemsonensis",-0.186358570521247,0.473892086503952
"Sphingobium_sp._MI1205",-0.186348132165728,0.473917298615882
"Brevibacillus_sp._NSP2.1",-0.186348132165728,0.473917298615882
"Desulfuromonas_acetoxidans",0.186338998124982,0.473939360914225
"Paraglaciecola_mesophila",-0.186338998124982,0.473939360914225
"Acionnavirus_monteraybay",-0.186338998124982,0.473939360914225
"Sulfurisphaera_ohwakuensis",0.186338998124982,0.473939360914225
"Rheavirus_sinusmexicani",0.186338998124982,0.473939360914225
"Halobellus_sp._DFY28",-0.186338998124982,0.473939360914225
"Kahnovirus_copri",-0.186338998124982,0.473939360914225
"Kurthia_sp._11kri321",-0.186338998124982,0.473939360914225
"Streptomyces_cinereoruber",-0.186338998124982,0.473939360914225
"Pseudomonas_sp._UW4",-0.186338998124982,0.473939360914225
"Kosmotoga_olearia",-0.186338998124982,0.473939360914225
"Xylella_virus_Sano",-0.186338998124982,0.473939360914225
"Pseudoalteromonas_sp._SCSIO_43088",-0.186338998124982,0.473939360914225
"Leisingera_sp._NJS204",-0.186338998124982,0.473939360914225
"Leuconostoc_sp._LN180020",0.186338998124982,0.473939360914225
"Pseudomonas_sp._FLM_004-28",0.186338998124982,0.473939360914225
"Fervidicoccus_fontis",0.186338998124982,0.473939360914225
"Pseudomonas_mandelii",0.186338998124982,0.473939360914225
"Thermotoga_sp._Cell2",0.186338998124982,0.473939360914225
"Sepunavirus_IPLAC1C",0.186338998124982,0.473939360914225
"Streptococcus_sp._LPB0220",-0.186274509803922,0.472681904168265
"Azospirillum_baldaniorum",-0.186038667865366,0.474665058128202
"Romboutsia_sp._13368",-0.185933596779345,0.474919073615985
"Cepunavirus_Cp1",0.185904778918289,0.474988754157962
"Salinimonas_iocasae",0.185865074465646,0.475084766317219
"Gimesia_benthica",-0.185754190142119,0.475352954108218
"Treponema_sp._OMZ_799",-0.185689315490671,0.475509896169712
"Christiangramia_salexigens",0.185396264864748,0.476219149219548
"Christiangramia_echinicola",-0.185280420642429,0.476499663270609
"Candidatus_Pantoea_carbekii",-0.185280420642429,0.476499663270609
"Brachyspira_hampsonii",-0.185244437333335,0.476586812506939
"Halovivax_gelatinilyticus",-0.185239643408737,0.476598423671169
"Mycobacterium_sp._DL440",-0.185239643408737,0.476598423671169
"Polynucleobacter_sp._JS-JIR-5-A7",-0.185239643408737,0.476598423671169
"Arachidicoccus_terrestris",0.185209647514539,0.476671078623102
"uncultured_Pseudomonas_sp.",0.185179581917807,0.476743907858772
"Collinsella_stercoris",-0.185152802822928,0.47680878065066
"Pseudoduganella_chitinolytica",-0.185113986202592,0.476902822230388
"Brevundimonas_naejangsanensis",-0.184745548147701,0.477795895145995
"Caproiciproducens_sp._NJN-50",-0.184735111499127,0.477821204915927
"Rathayibacter_sp._VKM_Ac-2760",-0.184564427113879,0.478235222410596
"Algibacter_sp._L1A34",-0.184494089214502,0.478405887353846
"Bacillus_rugosus",-0.184466196843155,0.478473572493785
"Lysinibacillus_sp._PLM2",-0.184332999631212,0.478796860691907
"Polynucleobacter_paludilacus",0.18424737947737,0.479004729151531
"Prevotella_sp._oral_taxon_313",0.184237306337034,0.479029187605723
"Mimivirus_bradfordmassiliense",-0.184219031545903,0.479073561935262
"Lactobacillus_johnsonii",-0.184216443818337,0.479079845544437
"Lactobacillus_sp._XA3",-0.184209409827108,0.479096925927825
"Halotia_branconii",0.184126427434168,0.479298451514219
"Paenibacillus_sp._FSL_R7-0331",-0.184068972226327,0.479438007734912
"Marinomonas_arctica",-0.184041843401301,0.479503909383474
"Eubacterium_sp._MSJ-33",0.183983993954372,0.479644452700756
"Gibbsiella_quercinecans",-0.183956090918047,0.479712249400499
"Aneurinibacillus_sp._Ricciae_BoGa-3",-0.18394971793961,0.479727734641239
"Streptomyces_argyrophyllae",-0.183801121052219,0.480088868737953
"Neptunomonas_concharum",-0.183786761028676,0.480123774848645
"Kitasatospora_setae",-0.183786761028676,0.480123774848645
"Pseudomonas_coronafaciens",-0.183786761028676,0.480123774848645
"Enterobacteriaceae_endosymbiont_of_Donacia_thalassina",-0.183786761028676,0.480123774848645
"Pseudomonas_sp._St29",-0.183786761028676,0.480123774848645
"Pandoravirus_neocaledonia",-0.183786761028676,0.480123774848645
"Acanthamoeba_castellanii_medusavirus",-0.183786761028676,0.480123774848645
"Stutzerimonas_xanthomarina",-0.183776089222243,0.48014971650428
"Halobacterium_noricense",-0.183657992788035,0.480436837968741
"Hymenobacter_nivis",0.183444523160745,0.480956047718862
"Erwinia_rhapontici",-0.183444523160745,0.480956047718861
"Spirosoma_aureum",0.183405696996437,0.481050511750592
"Pelolinea_submarina",-0.183339699405642,0.481211104609345
"Frondihabitans_sucicola",-0.183284289735424,0.481345953920941
"Alistipes_shahii",-0.183273080479825,0.48137323588358
"Actinomyces_marmotae",-0.18316005359243,0.481648371683334
"Companilactobacillus_crustorum",0.18300395476884,0.48202848136781
"Corynebacterium_singulare",0.182974103712659,0.482101187061013
"Prevotella_sp._E15-22",-0.182822223510326,0.48247119154181
"Stratiformator_vulcanicus",-0.182658070142645,0.482871250824544
"Streptomyces_sp._VN1",-0.182658070142645,0.482871250824544
"Shewanella_benthica",-0.182658070142645,0.482871250824544
"Arthrobacter_sp._zg-Y1110",-0.182658070142645,0.482871250824544
"Methanosarcina_thermophila",0.182658070142645,0.482871250824544
"Maribacter_sp._1_2014MBL_MicDiv",-0.182515535536355,0.483218753759395
"Shigella_flexneri",0.182472840178712,0.483322869778235
"Hoyosella_subflava",-0.182417046192687,0.483458944283922
"Candidatus_Schneideria_nysicola",0.182404905682596,0.483488555926587
"Enterococcus_avium",-0.181939611021964,0.484624109770387
"Exiguobacterium_acetylicum",0.181826155119384,0.484901195634379
"Moorena_producens",0.181807834012917,0.484945947272401
"Spiroplasma_diminutum",0.181807834012917,0.484945947272401
"Chryseobacterium_panacisoli",-0.181807834012917,0.484945947272402
"Pseudomonas_antarctica",-0.181790367658108,0.484988612936593
"Sideroxydans_lithotrophicus",-0.181767126292097,0.48504538824303
"Mariniflexile_sp._TRM1-10",-0.181712612042712,0.485178571346828
"Lactococcus_formosensis",-0.181667279037123,0.485289337373274
"Candidatus_Kirkpatrickella_diaphorinae",-0.181667279037123,0.485289337373274
"Clavibacter_sp._A6099",-0.18165991169035,0.485307339803041
"Streptomyces_sp._fd1-xmd",-0.181547479456103,0.485582113004263
"Ruegeria_conchae",-0.181439451908532,0.485846192623515
"Mammaliicoccus_vitulinus",-0.181148811080721,0.486557026417116
"Ketogulonicigenium_robustum",-0.181148714353471,0.486557263071243
"Prochlorococcus_sp._MIT_1341",-0.181124995786224,0.486615294903584
"Nocardioides_dokdonensis",-0.181115160599379,0.486639359477999
"Subdoligranulum_variabile",-0.180940404422044,0.48706704609017
"Flavobacterium_sp._140616W15",0.180940404422044,0.48706704609017
"Methanobrevibacter_arboriphilus",0.180813039131103,0.487378865945354
"Acidaminococcus_fermentans",-0.180793314691675,0.487427164593203
"Hujiaoplasma_nucleasis",-0.180793314691675,0.487427164593203
"Nosocomiicoccus_massiliensis",0.180728903720328,0.48758490194269
"Porphyromonas_crevioricanis",-0.180701529383136,0.487651946991991
"Clostridium_autoethanogenum",0.180676777444196,0.487712573117533
"Micromonospora_terminaliae",-0.180596519908958,0.487909176854318
"Streptomyces_sp._KN37",-0.180562431887822,0.487992692531139
"Duganella_dendranthematis",-0.180477569777599,0.488200634767111
"Mycoplasma_sp._1018B",-0.180420703134378,0.488340002141238
"Agrobacterium_rubi",-0.180420703134378,0.488340002141238
"Flavobacterium_nitratireducens",-0.180381459175243,0.488436191479737
"Haploplasma_axanthum",-0.180316915142426,0.488594412741868
"Solitalea_canadensis",0.179914592288335,0.489581212272971
"Streptomyces_sp._S4.7",0.179914586354094,0.489581226835295
"Clavibacter_michiganensis",-0.179688993964757,0.490134969977109
"Bartonella_sp._HY406",-0.179601141212288,0.490350696542081
"Neobacillus_sp._DY30",-0.179576512580361,0.490411181513421
"Tsukamurella_pulmonis",-0.179558025031477,0.490456587081298
"Salinivibrio_proteolyticus",0.179410885766089,0.490818034468071
"Varibaculum_prostatecancerukia",-0.179401509753301,0.490841070974753
"Kineothrix_sp._MB12-C1",-0.179251378250444,0.491210009246366
"Bacillus_sp._FJAT-18017",-0.179170622093425,0.491408517352435
"Comamonas_piscis",-0.179136493677698,0.491492420599685
"Palleronia_sp._LCG004",-0.179136493677698,0.491492420599685
"Halobacillus_shinanisalinarum",-0.179074279976659,0.491645388043896
"Candidatus_Viadribacter_manganicus",-0.179053169861206,0.4916972975744
"Synechococcus_sp._PROS-7-1",0.178968008119561,0.491906736072637
"Providencia_sneebia",0.17895849739772,0.491930128477914
"Streptomyces_sp._RerS4",-0.178927543752691,0.492006265224475
"Clostridium_sp._C1",0.17872036223249,0.492516015832864
"Marinobacter_sp._BSs20148",0.178719958093049,0.492517010427698
"Plantibacter_sp._PA-3-X8",-0.178638854219526,0.492716628120381
"Thermosynechococcus_sp._HN-54",-0.178623941858425,0.492753335540942
"Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri",-0.178623941858425,0.492753335540942
"Campylobacter_cuniculorum",-0.178623941858425,0.492753335540942
"Candidatus_Kuenenia_stuttgartiensis",-0.178623941858425,0.492753335540942
"Brevibacterium_casei",0.178573595266551,0.492877275549465
"Gordonvirus_gordon",-0.178408586512501,0.493283588385604
"Amycolatopsis_sp._EV170708-02-1",-0.178256023976845,0.493659396935919
"Gordonia_sp._JH63",-0.178107982109395,0.494024200895422
"Olleya_sp._HaHaR_3_96",-0.178079097642693,0.494095392901656
"Luteipulveratus_mongoliensis",-0.178071779975181,0.494113429654187
"Curtobacterium_sp._MCSS17_007",-0.178028857666371,0.494219231885977
"Natronomonas_marina",-0.178028857666371,0.494219231885977
"Sulfurospirillum_sp._UCH001",-0.178028857666371,0.494219231885977
"Raineyella_sp._LH-20",0.177990147788872,0.494314659907352
"Hyphomonas_sp._Mor2",-0.17795226067856,0.494408068181965
"Gallibacterium_anatis",-0.177914244355686,0.494501803520377
"Rhodococcus_sp._ABRD24",0.177801021260622,0.494781023632452
"Virgibacillus_sp._Bac330",-0.177677161251679,0.495086561933842
"Brevibacillus_ruminantium",-0.177561887256717,0.495371001331902
"Candidatus_Mycobacterium_methanotrophicum",-0.17735035183685,0.495893169769449
"Halorussus_halophilus",-0.177236795300354,0.496173588958607
"Bifidobacterium_angulatum",-0.17714394212876,0.496402939071814
"Bdellovibrio_sp._22V",-0.177122977108019,0.49645473030838
"Providencia_stuartii",0.177059827907447,0.496610747428544
"Pontibacter_korlensis",-0.17699291038817,0.496776100149967
"Paraglaciecola_psychrophila",-0.176984761732223,0.496796237217127
"Chlamydiifrater_volucris",0.176877484298275,0.497061378978081
"Synechococcus_sp._RS9902",0.176671627414965,0.497570354064362
"Streptococcus_parasanguinis",-0.176470588235294,0.496735820258108
"Chlamydiifrater_phoenicopteri",-0.176380442317608,0.498290724883405
"Carnobacterium_divergens",0.176328875209831,0.49841834994261
"Serratia_sp._UGAL515B_01",-0.17621074970189,0.498710761166094
"Psychrobacter_sanguinis",-0.176167214200597,0.498818550776277
"Arthrobacter_sp._StoSoilB5",0.176162209975392,0.498830941455437
"Thermoanaerobacter_siderophilus",-0.175755211641949,0.49983917742957
"Pseudoclavibacter_sp._Marseille-Q3772",-0.175739203849363,0.499878852501378
"Corynebacterium_ulcerans",-0.175733755838702,0.499892355654899
"Brevibacterium_pigmentatum",0.175733755838702,0.499892355654899
"Arcanobacterium_buesumense",-0.175700545263741,0.499974673394969
"Gimibacter_soli",-0.175700545263741,0.499974673394969
"Sedimentisphaera_cyanobacteriorum",-0.175679469308261,0.500026916875286
"Romboutsia_hominis",-0.17564144725737,0.50012117322306
"Stenotrophomonas_sp._ZAC14D2_NAIMI4_7",-0.175638373239011,0.500128794057945
"Lacinutrix_neustonica",-0.175594450421772,0.500237689656161
"Colwellia_sp._PAMC_20917",-0.175533450080659,0.500388943375391
"Candidatus_Liberibacter_solanacearum",-0.175533450080659,0.500388943375391
"Janibacter_sp._YB324",-0.17550350390801,0.500463204517417
"Neobacillus_sp._PS3-12",-0.175483244298888,0.500513447686676
"Moellerella_wisconsensis",-0.175471484790416,0.500542611982789
"Thermotomaculum_hydrothermale",-0.175357638720078,0.500824998889725
"Brucella_sp._HL-2",0.175277946096477,0.501022715650967
"Novosphingopyxis_iocasae",0.175277946096477,0.501022715650967
"Fructilactobacillus_myrtifloralis",-0.175277946096477,0.501022715650967
"Labilibaculum_manganireducens",0.175235272720534,0.501128603184965
"Corynebacterium_zhongnanshanii",0.175186300359731,0.501250133785333
"Bradyrhizobium_guangzhouense",-0.175155682707083,0.501326122150713
"Streptomyces_albireticuli",-0.175087954264296,0.501494233279334
"Nocardioides_sp._LMS-CY",-0.175061428888755,0.501560080125301
"Aurantimicrobium_sp._MWH-Uga1",-0.175035010503501,0.501625665453517
"Sphingobium_herbicidovorans",-0.175035010503501,0.501625665453517
"Stenotrophomonas_sp._MYb57",0.175035010503501,0.501625665453517
"Pseudomonas_sp._AN-B15",0.175035010503501,0.501625665453517
"Burzaovirus_coli",-0.175035010503501,0.501625665453517
"Clostridium_sp._JS66",-0.175007039958059,0.501695108551289
"Mucilaginibacter_celer",-0.174980612640499,0.501760724431214
"Vibrio_cortegadensis",-0.174765518410639,0.502294929076804
"Desulfosediminicola_flagellatus",-0.174699670807599,0.502458521007817
"Prescottella_equi",-0.174322480494864,0.50339609958964
"Glutamicibacter_protophormiae",-0.174263360850987,0.503543127749595
"Streptococcus_phage_SpSL1",0.174233259989706,0.503617995175663
"Liquorilactobacillus_hordei",-0.174229792553896,0.503626619785121
"Mycoplasmopsis_gallinacea",0.174219374830157,0.503652532378947
"Actinosynnema_pretiosum",-0.174097048553759,0.503956848613294
"Chryseobacterium_gallinarum",0.174078849965376,0.504002129435305
"Streptomyces_lusitanus",-0.17400707225387,0.504180741915094
"Pseudomonas_sp._DTU12.3",-0.17400707225387,0.504180741915094
"Spiroplasma_eriocheiris",0.17400707225387,0.504180741915094
"Lactococcus_sp._NH2-7C",0.173948216105766,0.504327222545998
"Citrobacter_braakii",-0.173819858471104,0.50464674755612
"Sphingomonas_sp._ZFBP2030",-0.173683368572969,0.504986621337295
"Ktedonosporobacter_rubrisoli",-0.173494909405614,0.505456081431556
"Chlamydia_pecorum",0.173432915084935,0.505610557005618
"Cereibacter_azotoformans",-0.173395941920975,0.505702696216214
"Tsukamurella_tyrosinosolvens",-0.17328505278075,0.50597908568797
"Polaribacter_sp._Hel1_33_78",-0.17325019318945,0.506065987390281
"Clostridium_sp._CF011",-0.173192536708728,0.50620973504506
"Polaribacter_sp._AHE13PA",-0.173192536708728,0.50620973504506
"Psychrobacter_sp._P2G3",-0.173192536708728,0.50620973504506
"Lysinibacillus_parviboronicapiens",0.173154160549773,0.506305424162032
"Thauera_sp._WB-2",-0.17314523842321,0.506327672278914
"Comamonas_flocculans",-0.172916946691204,0.506897094668702
"Vibrio_gazogenes",-0.172812769764463,0.507157040721034
"Coxiella_burnetii",-0.172543794728133,0.507828486956147
"Enterobacter_bugandensis",0.172342164188063,0.508332094080814
"Sphingobacterium_bambusae",-0.172314860983234,0.508400306586637
"Nitrosomonas_ureae",-0.172153716513262,0.508802986745428
"Orientia_tsutsugamushi",0.172117760328443,0.508892857246581
"Empedobacter_falsenii",-0.172096694650605,0.508945513208342
"Pseudomonas_sp._St316",-0.172088985368317,0.508964784040378
"Paenibacillus_sp._JZ16",-0.17202019838089,0.509136745490359
"Pontibacter_russatus",-0.17202019838089,0.509136745490359
"Citrobacter_sp._R56",-0.172008240308113,0.509166642407692
"Halomicroarcula_sp._GDY20",-0.172008240308113,0.509166642407692
"Corynebacterium_cyclohexanicum",-0.171796067734069,0.509697241581857
"Kurthia_zopfii",0.171735298278144,0.509849261013358
"Erythrobacter_sp._SDW2",-0.171693359294029,0.509954186977799
"Methanobrevibacter_smithii",0.171587884073393,0.510218117195156
"Streptomyces_durocortorensis",-0.171582386068664,0.510231876585008
"Yersinia_canariae",0.171563436188556,0.510279302174085
"Flavobacterium_sp._IMCC34518",-0.17143519627132,0.510600300619099
"Streptomyces_sp._11-1-2",-0.17143519627132,0.510600300619099
"Maritalea_myrionectae",-0.17143519627132,0.510600300619099
"Acinetobacter_lanii",-0.171413630173635,0.510654292191528
"Nitrosospira_sp._Is2",-0.171359482358058,0.510789865156011
"Bacillus_carboniphilus",0.171174871736467,0.511252211892424
"Pyramidobacter_sp._YE332",-0.171090706681814,0.511463063415624
"Actinoalloteichus_hymeniacidonis",-0.171018454641471,0.511644102720717
"Nocardioides_sp._TF02-7",-0.17095748555738,0.511796894040902
"Terriglobus_saanensis",0.170954316600294,0.511804836175791
"Terrisporobacter_petrolearius",-0.170907301628205,0.511922673271123
"Moraxella_sp._ZY210820",-0.170832568703593,0.512110008013171
"Cutibacterium_avidum",-0.170762186196246,0.512286466750893
"Nonlabens_ulvanivorans",0.170720723730227,0.512390432215664
"Nodularia_spumigena",0.170659135240914,0.512544881064132
"Microbacterium_phage_Megan",-0.170659135240914,0.512544881064132
"Shewanella_sp._JNE2",-0.170659135240914,0.512544881064132
"Streptococcus_phage_SW6",-0.170659135240914,0.512544881064132
"Mycoplasma_wenyonii",0.170659135240914,0.512544881064132
"Gimesia_algae",-0.17040260417996,0.513188431925609
"Ruegeria_sp._TM1040",-0.170330713585346,0.513368849050133
"Flavihumibacter_rivuli",0.170329528671913,0.513371822964751
"Pseudoglutamicibacter_albus",-0.170320517666489,0.513394439192687
"Sodalis_glossinidius",-0.170262861278138,0.513539158796207
"Pseudomonas_sp._ZM23",-0.170158215697782,0.513801871546408
"Sulfitobacter_pontiacus",-0.170010572527834,0.514172636272303
"Pseudoalteromonas_spongiae",-0.16991948670799,0.514401435110349
"Blochmannia_endosymbiont_of_Camponotus_(Colobopsis)_obliquus",0.16991948670799,0.514401435110349
"Chryseobacterium_sp._MEBOG06",0.169847729718791,0.514581715167385
"Pseudomonas_sp._R76",0.169841555121689,0.514597229410173
"Vibrio_astriarenae",-0.169841555121689,0.514597229410173
"Sulfitobacter_indolifex",0.169841555121689,0.514597229410173
"Serratia_sp._FGI94",-0.169841555121689,0.514597229410173
"Synechococcus_sp._WH_8020",0.169841555121689,0.514597229410173
"Paenibacillus_andongensis",-0.169823368113801,0.514642927204724
"[Ochrobactrum]_quorumnocens",0.169786780922557,0.514734864155058
"Mycoplasma_sp._NEAQ87857",-0.169775912971573,0.514762174810011
"Kangiella_geojedonensis",-0.169742853061852,0.514845256971072
"Candidatus_Sulfuricurvum_sp._RIFRC-1",-0.169742853061852,0.514845256971072
"Elizabethkingia_sp._JS20170427COW",0.169742853061852,0.514845256971073
"Lactobacillus_crispatus",-0.169668842920755,0.515031272917449
"Comamonas_antarctica",-0.169494389641614,0.515469864799833
"Vibrio_tubiashii",0.169341284358644,0.515854928870116
"Hydrogenimonas_thermophila",-0.169280873648229,0.516006900269935
"Phytohabitans_suffuscus",-0.169269654973274,0.516035124670578
"Yersinia_aldovae",-0.169256677166574,0.516067775661581
"Staphylococcus_aureus",0.169221368409917,0.516156614166576
"Flammeovirga_yaeyamensis",-0.169215985573928,0.516170158261114
"Allomuricauda_oceani",0.168830563040464,0.517140373241702
"Micromonospora_sp._HUAS_LYJ1",-0.168820337556081,0.517166125125178
"uncultured_Macellibacteroides_sp.",0.168721258975983,0.517415675652803
"Paenibacillus_xylanexedens",-0.168688601026025,0.517497943896988
"Flavobacterium_sp._N1719",-0.168568885744468,0.51779956906197
"Nocardioides_sp._InS609-2",-0.168532013246077,0.517892486505209
"Mariniplasma_anaerobium",0.168427517386342,0.518155854491143
"Sphingomonas_sp._PAMB00755",0.168427517386342,0.518155854491143
"Planktothrix_rubescens",0.168138365573795,0.518884946565101
"Methylobacterium_sp._AMS5",-0.168061391121839,0.519079116493249
"Streptomyces_graminofaciens",-0.168061391121839,0.519079116493249
"Bacteroides_sp._A1C1",-0.167952268819953,0.519354437742965
"Mannheimia_sp._ZY171111",0.167952268819953,0.519354437742965
"Sphingomonas_sp._MM-1",-0.167928687431805,0.519413943684881
"Gordonia_polyisoprenivorans",-0.167832223317277,0.519657396779783
"Maribacter_sp._Hal144",-0.167716437016281,0.519949684229199
"Ilzatvirus_teagan",0.167665115324406,0.520079263451669
"Dietzia_timorensis",0.167570633465535,0.520317854328677
"Microlunatus_phosphovorus",-0.167533510053351,0.520411614275346
"Thermoclostridium_stercorarium",-0.167506689371898,0.52047935820534
"Clostridium_sporogenes",0.167489716939662,0.520522229437814
"Candidatus_Nasuia_deltocephalinicola",-0.167465074429849,0.520584477676447
"Legionella_lytica",-0.167436564297424,0.520656500014507
"Megasphaera_elsdenii",-0.167386168418519,0.520783821405512
"Dorea_formicigenerans",-0.167386168418519,0.520783821405512
"Lacinutrix_sp._Bg11-31",0.167245988730262,0.521138050370982
"Microvenator_marinus",-0.167232809925497,0.5211713584442
"Hymenobacter_monticola",-0.167225563530992,0.521189673379145
"Arthrobacter_caoxuetaonis",-0.167080097247252,0.521557395617144
"Fusobacterium_gonidiaformans",-0.167076671386255,0.52156605724559
"Arcobacter_sp._FWKO_B",-0.167045509117442,0.521644848073307
"Tenacibaculum_finnmarkense",0.167009256779385,0.521736515558355
"Mycolicibacterium_smegmatis",0.16700182508806,0.521755308213538
"Petrocella_atlantisensis",-0.166960780781452,0.521859103328133
"Curtobacterium_sp._MCPF17_021",0.166898355124597,0.522016987020193
"Amygdalobacter_nucleatus",0.166896094260692,0.52202270549124
"Candidatus_Formimonas_warabiya",0.166851251003211,0.522136134852197
"secondary_endosymbiont_of_Heteropsylla_cubana",-0.166715679067863,0.522479128062638
"Aggregatimonas_sangjinii",0.16667799842328,0.522574477456056
"Veillonella_atypica",-0.166666666666667,0.521379269323578
"Roseinatronobacter_sp._S2",-0.166620663366697,0.522719576930327
"Acetobacterium_sp._KB-1",-0.166616744561244,0.52272949504063
"Streptomyces_sp._HL-66",-0.166509099468439,0.523001968012009
"Pseudomonas_tructae",0.166304481658457,0.523520079899708
"Metamycoplasma_alkalescens",-0.166283259978326,0.523573828723743
"Synechococcus_sp._HK01-R",-0.166283259978326,0.523573828723743
"Gilliamella_sp._ESL0443",-0.166242776459298,0.52367636965239
"Methylocystis_rosea",-0.166116977896856,0.523995064400785
"Helicobacter_winghamensis",0.166116977896856,0.523995064400786
"Tanisvirus_avazak",-0.166059779645536,0.524139998388231
"Corynebacterium_kalinowskii",0.166052791038768,0.524157707999927
"Pseudomonas_hygromyciniae",-0.166052791038768,0.524157707999927
"Enterobacter_sp._T2",-0.166052791038768,0.524157707999927
"Haloprofundus_salinisoli",-0.166052791038768,0.524157707999927
"Polynucleobacter_sp._MG-6-Vaara-E2",-0.166052791038768,0.524157707999927
"Sphingomonas_alpina",-0.166052791038768,0.524157707999927
"Microbacterium_sp._JZ31",-0.165988500093193,0.524320638580041
"Marivivens_sp._LCG002",-0.165919113815906,0.524496508185466
"Streptococcus_macedonicus",-0.165848166449591,0.524676362586529
"Bartonella_apihabitans",-0.165573568601232,0.525372745660413
"Mageeibacillus_indolicus",-0.165542643009701,0.525451199822516
"Schaalia_meyeri",0.165542643009701,0.525451199822516
"Nocardioides_ochotonae",-0.165515006407871,0.525521314792553
"Acidovorax_sp._JMULE5",-0.165449894493289,0.525686522813848
"Pseudomonas_baltica",-0.165407923394712,0.525793028409081
"Paenibacillus_typhae",-0.165392538757801,0.525832070842115
"Candidatus_Nardonella_dryophthoridicola",-0.165392538757801,0.525832070842115
"Acinetobacter_pittii",-0.16534967091064,0.52594086592253
"Echinicola_marina",-0.165168027803067,0.52640197558008
"Algoriphagus_sp._NG3",0.165168027803067,0.52640197558008
"Haliscomenobacter_hydrossis",-0.165007514304523,0.526809600633656
"Microbacterium_elymi",-0.165002426614384,0.526822523215216
"Bacillus_mojavensis",-0.16499920014432,0.526830718428287
"Candidatus_Amoebophilus_asiaticus",0.164858355730992,0.527188519139476
"Hymenobacter_jejuensis",-0.164721022848662,0.527537506088054
"Shewanella_sp._FDAARGOS_354",0.164659087078386,0.5276949302719
"Spirosoma_foliorum",-0.164576057055292,0.527906004069392
"Rickettsia_prowazekii",-0.164536295428604,0.528007097270504
"Streptococcus_sp._29887",0.164518388257257,0.528052628809129
"Neisseria_macacae",-0.16421568627451,0.527629821588741
"Synechococcus_sp._BIOS-U3-1",0.164207760027226,0.528842730503138
"Vibrio_cidicii",-0.164207760027226,0.528842730503138
"Shewanella_glacialimarina",-0.164207760027226,0.528842730503138
"Picosynechococcus_sp._PCC_7003",0.164207760027226,0.528842730503138
"Nocardia_yamanashiensis",-0.164133296157276,0.529032213922323
"Flavobacterium_flavigenum",-0.16402952403309,0.529296327775228
"Gleimia_europaea",-0.16392914835641,0.529551854367573
"Corynebacterium_kroppenstedtii",-0.16392914835641,0.529551854367573
"Evansella_sp._LMS18",0.16392914835641,0.529551854367573
"Rathayibacter_tritici",-0.163902517026796,0.529619659235188
"Corynebacterium_rouxii",-0.163902517026796,0.529619659235188
"Sphaerochaeta_globosa",0.163393748751006,0.530915770732766
"Arsenophonus_sp._aPb",0.163322427466352,0.531097580260077
"Streptomyces_inhibens",-0.163285244521455,0.531192376838729
"Acinetobacter_larvae",-0.163193119527507,0.531427279307909
"Chryseobacterium_oryzae",0.163190306891767,0.531434451774614
"Polynucleobacter_asymbioticus",0.163166217581874,0.531495883418934
"Paenibacillus_sp._MMS20-IR301",-0.162968621693904,0.53199990664538
"Rhizobium_rosettiformans",-0.162884779849982,0.532213834090974
"Chryseobacterium_sp._PCH239",-0.162858661946736,0.532280483443931
"Mycolicibacterium_litorale",-0.162847636963767,0.532308618844186
"Ichthyobacterium_seriolicida",-0.162844372866539,0.532316948844256
"Streptomyces_sp._P3",-0.162740219115643,0.532582781021162
"Endozoicomonas_sp._4G",-0.162726811198881,0.532617006491519
"Oceanicoccus_sagamiensis",-0.162726811198881,0.532617006491519
"Edwardsiella_hoshinae",-0.162636283679426,0.532848115979793
"Streptomyces_sp._NA04227",-0.162525184950941,0.53313180421358
"Gordonia_sp._SMJS1",-0.162362729015684,0.533546755117563
"Pseudoalteromonas_sp._LC2018020214",-0.162362729015684,0.533546755117563
"Mycolicibacterium_diernhoferi",-0.162339268566616,0.5336066907368
